,Winner,R_fighter,Fighter,Height,Reach,Stance,Weight,age,loss,win,draws,streak,cum_match_time,avg_cum_KD,avg_cum_Sub. att,avg_cum_Pass,avg_cum_Rev.,avg_cum_Sig. str. Hits,avg_cum_Sig. str. Attempts,avg_cum_Total str. Hits,avg_cum_Total str. Attempts,avg_cum_Td Hits,avg_cum_Td Attempts,avg_cum_Head Hits,avg_cum_Head Attempts,avg_cum_Body Hits,avg_cum_Body Attempts,avg_cum_Leg Hits,avg_cum_Leg Attempts,avg_cum_Distance Hits,avg_cum_Distance Attempts,avg_cum_Clinch Hits,avg_cum_Clinch Attempts,avg_cum_Ground Hits,avg_cum_Ground Attempts,eff_sig_str,eff_hits,eff_tds,eff_head,eff_leg,eff_body,eff_distance,eff_clinch,eff_ground,Fighter.1,Height.1,Reach.1,Stance.1,Weight.1,age.1,loss.1,win.1,draws.1,streak.1,cum_match_time.1,avg_cum_KD.1,avg_cum_Sub. att.1,avg_cum_Pass.1,avg_cum_Rev..1,avg_cum_Sig. str. Hits.1,avg_cum_Sig. str. Attempts.1,avg_cum_Total str. Hits.1,avg_cum_Total str. Attempts.1,avg_cum_Td Hits.1,avg_cum_Td Attempts.1,avg_cum_Head Hits.1,avg_cum_Head Attempts.1,avg_cum_Body Hits.1,avg_cum_Body Attempts.1,avg_cum_Leg Hits.1,avg_cum_Leg Attempts.1,avg_cum_Distance Hits.1,avg_cum_Distance Attempts.1,avg_cum_Clinch Hits.1,avg_cum_Clinch Attempts.1,avg_cum_Ground Hits.1,avg_cum_Ground Attempts.1,eff_sig_str.1,eff_hits.1,eff_tds.1,eff_head.1,eff_leg.1,eff_body.1,eff_distance.1,eff_clinch.1,eff_ground.1,WEIGHT_CLASS,title_bout,location,attendance,num_rounds,label,matches,matches.1
2114,win,Danny Martinez,Richie Vaculik,66,69, Orthodox,125,32.43,2.0,1.0,0.0,-1.0,30.02,0.0,1.0,3.0,0.67,34.31,66.29,52.63,86.28,2.0,5.66,21.65,49.97,8.33,10.66,4.33,5.66,25.98,55.96,6.33,7.99,2.0,2.33,0.52,0.61,0.35,0.43,0.76,0.78,0.46,0.79,0.86,Danny Martinez,66,67, Orthodox,125,30.44,3.0,0.0,0.0,-3.0,45.0,0.22,0.0,0.0,0.0,30.89,97.11,31.78,98.22,1.11,3.56,19.78,79.78,10.0,16.22,1.11,1.11,22.67,80.44,7.78,15.56,0.44,1.11,0.32,0.32,0.31,0.25,1.0,0.62,0.28,0.5,0.4,Flyweight,0.0,"Melbourne, Victoria, Australia",56214.0,3,1,4.0,4.0
2115,win,Daniel Kelly,Steve Montgomery,76,75, Southpaw,185,24.92,1.0,0.0,0.0,-1.0,2.72,0.0,0.0,0.0,0.0,33.09,102.94,47.79,117.65,0.0,0.0,25.74,95.59,7.35,7.35,0.0,0.0,29.41,88.24,3.68,14.71,0.0,0.0,0.32,0.41,0.0,0.27,0.0,1.0,0.33,0.25,0.0,Daniel Kelly,72,70, Southpaw,185,38.06,1.0,2.0,0.0,-1.0,20.27,0.0,0.49,0.99,0.0,43.41,121.36,47.36,126.79,0.49,0.99,38.97,116.43,0.99,1.48,3.45,3.45,40.45,117.41,2.47,3.45,0.49,0.49,0.36,0.37,0.5,0.33,1.0,0.67,0.34,0.71,1.0,Middleweight,0.0,"Melbourne, Victoria, Australia",56214.0,3,1,2.0,4.0
2116,win,Richard Walsh,Steve Kennedy,61,71, Orthodox,170,32.71,1.0,0.0,0.0,-1.0,2.95,0.0,0.0,0.0,0.0,10.17,40.68,10.17,40.68,0.0,3.39,3.39,23.73,0.0,6.78,6.78,10.17,10.17,40.68,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.14,0.67,0.0,0.25,0.0,0.0,Richard Walsh,72,73,,170,26.97,2.0,1.0,0.0,-2.0,32.32,0.62,0.0,0.62,0.0,43.32,76.42,81.37,117.26,1.55,2.78,25.99,53.84,9.28,12.69,8.04,9.9,20.11,46.41,17.02,23.51,6.19,6.5,0.57,0.69,0.56,0.48,0.81,0.73,0.43,0.72,0.95,Welterweight,0.0,"Melbourne, Victoria, Australia",56214.0,3,1,2.0,4.0
2117,win,James Moontasri,Anton Zafir,61,72, Orthodox,170,28.53,0.0,0.0,0.0,0.0,4.6,0.0,0.0,2.17,0.0,36.96,54.35,67.39,86.96,2.17,6.52,17.39,30.43,13.04,17.39,6.52,6.52,10.87,23.91,10.87,15.22,15.22,15.22,0.68,0.78,0.33,0.57,1.0,0.75,0.45,0.71,1.0,James Moontasri,61,71, Switch,170,27.61,2.0,1.0,0.0,-1.0,24.75,0.4,0.4,0.81,0.0,29.49,59.8,75.56,115.15,0.0,0.0,23.03,51.72,4.44,6.06,2.02,2.02,8.89,22.22,5.66,9.7,14.95,27.88,0.49,0.66,0.0,0.45,1.0,0.73,0.4,0.58,0.54,Welterweight,0.0,"Melbourne, Victoria, Australia",56214.0,3,1,1.0,4.0
2118,win,Ben Nguyen,Ryan Benoit,65,68, Orthodox,125,26.24,1.0,1.0,0.0,1.0,16.09,0.62,0.62,1.24,1.24,28.59,95.09,32.94,99.44,0.62,0.62,24.86,87.01,2.49,4.97,1.24,3.11,21.13,81.42,0.62,1.24,6.84,12.43,0.3,0.33,1.0,0.29,0.4,0.5,0.26,0.5,0.55,Ben Nguyen,65,65, Switch,125,27.3,0.0,1.0,0.0,1.0,4.98,4.02,0.0,0.0,0.0,54.22,120.48,54.22,120.48,0.0,2.01,36.14,98.39,4.02,4.02,14.06,18.07,36.14,96.39,2.01,6.02,16.06,18.07,0.45,0.45,0.0,0.37,0.78,1.0,0.38,0.33,0.89,Flyweight,0.0,"Melbourne, Victoria, Australia",56214.0,3,1,3.0,2.0
2119,win,Vitor Belfort,Vitor Belfort,72,74, Southpaw,185,38.63,7.0,13.0,0.0,-1.0,105.04,0.95,0.76,0.95,0.1,20.94,42.56,29.04,51.5,0.57,0.76,17.23,37.8,1.71,2.48,2.0,2.28,7.9,22.47,4.95,8.66,8.09,11.42,0.49,0.56,0.75,0.46,0.88,0.69,0.35,0.57,0.71,Dan Henderson,61,74, Orthodox,185,45.24,7.0,8.0,0.0,1.0,186.51999999999998,0.32,0.27,0.54,0.16,23.0,48.31,35.71,61.87,0.75,1.66,14.58,37.96,4.29,5.09,4.13,5.25,9.76,29.27,7.83,11.26,5.41,7.77,0.48,0.58,0.45,0.38,0.79,0.84,0.33,0.7,0.7,Middleweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,5,0,21.0,16.0
2120,win,Glover Teixeira,Glover Teixeira,74,76, Orthodox,205,36.05,2.0,6.0,0.0,1.0,85.60000000000001,0.35,0.47,2.8,0.12,37.5,83.76,58.29,107.83,1.75,3.27,32.59,75.47,4.79,8.18,0.12,0.12,16.0,49.42,4.67,9.81,16.82,24.53,0.45,0.54,0.54,0.43,1.0,0.59,0.32,0.48,0.69,Patrick Cummins,74,76, Orthodox,205,35.0,2.0,4.0,0.0,1.0,54.44,0.0,0.18,2.76,0.0,43.72,76.23,75.5,114.25,4.78,9.18,37.29,68.52,3.31,4.04,3.12,3.67,10.47,30.31,4.78,6.25,28.47,39.68,0.57,0.66,0.52,0.54,0.85,0.82,0.35,0.76,0.72,Light Heavyweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,0,9.0,7.0
2121,win,Thomas Almeida,Thomas Almeida,67,70, Southpaw,135,24.29,0.0,3.0,0.0,3.0,24.78,0.4,0.0,0.0,0.0,70.62,140.03,71.83,141.24,0.0,0.0,46.0,110.17,14.53,18.16,10.09,11.7,60.13,122.28,10.49,17.76,0.0,0.0,0.5,0.51,0.0,0.42,0.86,0.8,0.49,0.59,0.0,Anthony Birchak,68,69, Orthodox,135,29.5,1.0,1.0,0.0,1.0,2.6900000000000004,7.43,0.0,0.0,0.0,74.35,178.44,85.5,197.03,3.72,3.72,55.76,148.7,7.43,14.87,11.15,14.87,18.59,81.78,33.46,55.76,22.3,40.89,0.42,0.43,1.0,0.38,0.75,0.5,0.23,0.6,0.55,Bantamweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,0,4.0,3.0
2122,win,Alex Oliveira,Alex Oliveira,61,76, Orthodox,170,27.73,1.0,2.0,0.0,2.0,32.08,0.0,0.94,2.49,0.0,13.4,38.03,21.2,48.0,2.49,6.55,9.35,32.11,0.94,1.87,3.12,4.05,10.6,31.8,2.18,4.68,0.62,1.56,0.35,0.44,0.38,0.29,0.77,0.5,0.33,0.47,0.4,Piotr Hallmann,69,71, Orthodox,155,28.22,3.0,2.0,0.0,-2.0,59.74999999999999,0.0,0.33,1.0,0.0,41.0,90.38,72.64,126.03,1.84,4.18,20.75,59.41,13.56,21.09,6.69,9.87,25.61,66.44,9.54,16.23,5.86,7.7,0.45,0.58,0.44,0.35,0.68,0.64,0.39,0.59,0.76,Lightweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,0,4.0,6.0
2123,win,Rashid Magomedov,Gilbert Burns,61,71, Orthodox,170,29.32,0.0,3.0,0.0,3.0,34.18,0.0,1.17,2.05,0.0,19.89,57.64,32.48,72.56,1.46,4.68,11.41,45.35,6.14,9.07,2.34,3.22,12.29,47.69,5.56,7.9,2.05,2.05,0.35,0.45,0.31,0.25,0.73,0.68,0.26,0.7,1.0,Rashid Magomedov,69,70, Orthodox,155,30.96,0.0,3.0,0.0,3.0,44.95,0.67,0.22,0.44,0.0,44.49,87.88,53.39,97.0,0.22,0.44,19.13,50.5,13.79,22.69,11.57,14.68,35.82,76.97,5.34,6.23,3.34,4.67,0.51,0.55,0.5,0.38,0.79,0.61,0.47,0.86,0.71,Lightweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,1,4.0,4.0
2124,win,Corey Anderson,Fabio Maldonado,73,75, Orthodox,205,35.67,5.0,5.0,0.0,-1.0,120.47999999999999,0.08,0.42,0.42,0.08,57.35,96.61,86.49,129.23,0.33,0.58,36.52,69.22,20.5,26.98,0.33,0.42,39.01,73.46,14.11,18.01,4.23,5.15,0.59,0.67,0.57,0.53,0.8,0.76,0.53,0.78,0.82,Corey Anderson,75,79, Orthodox,205,26.14,1.0,3.0,0.0,1.0,45.32,0.0,0.0,1.99,0.0,58.25,122.46,86.5,156.22,2.87,5.08,48.98,108.78,7.28,11.25,1.99,2.43,34.42,89.14,8.61,14.34,15.23,18.98,0.48,0.55,0.57,0.45,0.82,0.65,0.39,0.6,0.8,Light Heavyweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,1,11.0,5.0
2125,win,Abel Trujillo,Gleison Tibau,61,71, Southpaw,155,32.11,9.0,16.0,0.0,-1.0,291.26,0.07,0.55,2.09,0.03,19.5,58.44,40.0,81.68,2.82,5.18,15.21,52.6,2.92,4.29,1.37,1.55,12.12,46.73,3.4,5.12,3.98,6.59,0.33,0.49,0.54,0.29,0.89,0.68,0.26,0.66,0.6,Abel Trujillo,68,70, Orthodox,155,32.16,2.0,3.0,1.0,-1.0,57.309999999999995,0.52,0.35,0.7,0.0,33.85,78.0,45.37,90.73,1.74,2.97,23.03,65.61,8.2,9.77,2.62,2.62,13.61,50.6,9.95,14.83,10.29,12.56,0.43,0.5,0.59,0.35,1.0,0.84,0.27,0.67,0.82,Lightweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,1,26.0,7.0
2126,win,Johnny Case,Johnny Case,61,72, Orthodox,155,26.38,0.0,3.0,0.0,3.0,34.47,0.29,0.0,3.48,0.29,32.49,85.0,47.29,104.44,2.32,3.77,21.76,69.63,5.8,8.7,4.93,6.67,18.28,62.95,2.32,4.06,11.89,17.99,0.38,0.45,0.62,0.31,0.74,0.67,0.29,0.57,0.66,Yan Cabral,61,73, Orthodox,155,32.51,1.0,2.0,0.0,1.0,38.1,0.26,1.05,4.72,0.26,13.65,25.2,33.33,46.19,1.84,5.25,12.6,23.62,0.26,0.52,0.79,1.05,3.67,11.02,0.26,0.52,9.71,13.65,0.54,0.72,0.35,0.53,0.75,0.5,0.33,0.5,0.71,Lightweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,0,4.0,4.0
2127,win,Thiago Tavares,Thiago Tavares,67,68, Orthodox,145,31.02,6.0,9.0,1.0,-1.0,161.03999999999996,0.0,0.93,1.99,0.31,20.18,50.17,62.03,97.43,2.48,5.96,14.1,41.67,4.66,6.46,1.43,2.05,12.85,37.75,1.74,3.17,5.59,9.25,0.4,0.64,0.42,0.34,0.7,0.72,0.34,0.55,0.6,Clay Guida,67,70, Orthodox,155,33.94,9.0,12.0,0.0,1.0,270.53999999999996,0.15,0.52,1.74,0.04,22.03,70.82,44.06,95.92,2.22,5.8,13.16,59.36,3.14,4.84,5.73,6.62,11.87,54.52,3.66,5.25,6.51,11.05,0.31,0.46,0.38,0.22,0.87,0.65,0.22,0.7,0.59,Featherweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,0,17.0,22.0
2128,win,Chas Skelly,Chas Skelly,61,72, Orthodox,145,30.51,1.0,3.0,0.0,3.0,42.56,0.23,1.88,3.05,0.7,17.86,46.99,35.48,66.49,1.17,3.99,15.04,43.23,2.11,3.05,0.7,0.7,9.4,36.18,5.87,7.99,2.58,2.82,0.38,0.53,0.29,0.35,1.0,0.69,0.26,0.74,0.92,Kevin Souza,72,74, Orthodox,145,31.08,0.0,3.0,0.0,3.0,26.389999999999997,0.38,0.0,0.0,0.0,51.53,118.61,60.25,129.97,0.0,0.0,38.65,95.11,12.5,22.74,0.38,0.76,45.85,109.51,4.93,8.34,0.76,0.76,0.43,0.46,0.0,0.41,0.5,0.55,0.42,0.59,1.0,Featherweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,0,5.0,4.0
2129,win,Viscardi Andrade,Gasan Umalatov,61,71, Orthodox,170,33.18,2.0,1.0,0.0,-1.0,45.0,0.0,0.0,0.44,0.0,21.33,52.22,30.67,62.44,0.67,3.56,12.22,38.67,4.67,8.44,4.44,5.11,18.89,48.44,2.0,2.89,0.44,0.89,0.41,0.49,0.19,0.32,0.87,0.55,0.39,0.69,0.5,Viscardi Andrade,61,75, Orthodox,170,31.69,1.0,1.0,0.0,-1.0,16.6,1.2,0.0,0.6,0.0,21.69,52.41,48.19,80.72,0.6,1.2,15.66,43.37,2.41,4.82,3.61,4.22,10.84,32.53,1.81,3.01,9.04,16.87,0.41,0.6,0.5,0.36,0.86,0.5,0.33,0.6,0.54,Welterweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,1,4.0,3.0
2130,win,Jimmie Rivera,Pedro Munhoz,66,65, Orthodox,135,29.19,1.0,1.0,1.0,-1.0,18.43,0.0,1.63,0.0,0.0,32.01,78.68,37.98,85.19,1.09,1.63,15.74,51.55,7.05,13.56,9.22,13.56,27.67,73.25,1.09,2.17,3.26,3.26,0.41,0.45,0.67,0.31,0.68,0.52,0.38,0.5,1.0,Jimmie Rivera,64,68, Orthodox,135,26.38,0.0,1.0,0.0,1.0,1.48,6.76,0.0,0.0,0.0,101.35,182.43,101.35,182.43,0.0,0.0,67.57,135.14,20.27,33.78,13.51,13.51,94.59,175.68,0.0,0.0,6.76,6.76,0.56,0.56,0.0,0.5,1.0,0.6,0.54,0.0,1.0,Bantamweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,1,4.0,2.0
2131,win,Matheus Nicolau,Matheus Nicolau,66,66,,125,22.85,0.0,0.0,0.0,0.0,13.45,1.49,2.23,3.72,0.0,34.2,57.25,60.22,89.22,2.23,2.97,23.05,43.87,5.95,7.43,5.2,5.95,24.54,41.64,0.74,0.74,8.92,14.87,0.6,0.68,0.75,0.53,0.88,0.8,0.59,1.0,0.6,Bruno Korea,66,65,,135,24.38,0.0,0.0,0.0,0.0,13.45,0.74,0.0,0.0,0.0,20.07,58.74,36.43,76.58,0.0,0.0,11.9,48.33,5.2,7.43,2.97,2.97,12.64,46.1,0.74,1.49,6.69,11.15,0.34,0.48,0.0,0.25,1.0,0.7,0.27,0.5,0.6,Bantamweight,0.0,"Sao Paulo, Sao Paulo, Brazil",,3,0,1.0,1.0
2132,win,Louis Smolka,Paddy Holohan,61,69, Orthodox,125,27.49,1.0,3.0,0.0,2.0,48.1,0.21,1.04,3.53,0.21,22.04,46.36,51.77,80.46,1.46,2.91,13.72,32.43,3.74,7.9,4.57,6.03,14.97,37.42,0.42,0.83,6.65,8.11,0.48,0.64,0.5,0.42,0.76,0.47,0.4,0.5,0.82,Louis Smolka,69,68, Orthodox,135,24.29,1.0,3.0,0.0,2.0,55.3,0.18,1.08,2.53,0.72,40.51,95.84,50.99,106.51,1.45,4.16,26.22,78.12,10.13,13.38,4.16,4.34,25.68,72.15,9.22,13.02,5.61,10.67,0.42,0.48,0.35,0.34,0.96,0.76,0.36,0.71,0.53,Flyweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,1,5.0,5.0
2133,win,Norman Parke,Norman Parke,61,70,,155,28.86,2.0,4.0,1.0,-2.0,98.68,0.0,0.0,1.42,0.1,33.44,91.41,42.06,101.24,1.52,5.57,23.92,75.29,5.67,9.22,3.85,6.89,25.13,77.83,4.97,7.6,3.34,5.98,0.37,0.42,0.27,0.32,0.56,0.62,0.32,0.65,0.56,Reza Madadi,61,72, Orthodox,155,37.37,1.0,2.0,0.0,1.0,33.019999999999996,0.0,0.91,2.12,0.0,33.92,59.96,51.18,79.65,3.03,5.15,31.19,55.72,1.82,3.03,0.91,1.21,19.99,42.4,4.24,6.36,9.69,11.21,0.57,0.64,0.59,0.56,0.75,0.6,0.47,0.67,0.86,Lightweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,0,8.0,4.0
2134,draw,Nicolas Dalby,Darren Till,72,74, Southpaw,185,22.85,0.0,1.0,0.0,1.0,6.62,0.0,0.0,1.51,0.0,37.76,61.93,39.27,63.44,0.0,3.02,22.66,42.3,7.55,12.08,7.55,7.55,25.68,45.32,0.0,1.51,12.08,15.11,0.61,0.62,0.0,0.54,1.0,0.62,0.57,0.0,0.8,Nicolas Dalby,61,74, Orthodox,170,30.96,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.67,0.0,27.33,92.67,33.33,100.0,4.0,6.67,9.33,67.33,8.0,12.67,10.0,12.67,18.0,76.0,8.0,14.0,1.33,2.67,0.29,0.33,0.6,0.14,0.79,0.63,0.24,0.57,0.5,Welterweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,99999,2.0,2.0
2135,win,Neil Seery,Jon Delos Reyes,66,67, Orthodox,125,28.2,2.0,1.0,0.0,1.0,14.24,1.4,2.11,2.11,0.7,31.6,75.84,44.94,90.59,1.4,1.4,21.77,63.2,5.62,7.72,4.21,4.92,11.94,37.22,9.83,14.75,9.83,23.88,0.42,0.5,1.0,0.34,0.86,0.73,0.32,0.67,0.41,Neil Seery,64,64, Orthodox,125,36.18,2.0,2.0,0.0,-1.0,60.0,0.33,1.17,0.33,0.33,30.67,76.17,52.5,99.67,0.5,1.0,25.33,66.17,2.17,4.83,3.17,5.17,20.83,61.33,3.83,6.67,6.0,8.17,0.4,0.53,0.5,0.38,0.61,0.45,0.34,0.57,0.73,Flyweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,1,4.0,5.0
2136,win,Stevie Ray,Stevie Ray,61,70, Southpaw,155,25.6,0.0,2.0,0.0,2.0,9.08,1.1,2.2,5.51,0.0,55.07,91.41,70.48,107.93,0.0,0.0,47.36,77.09,2.2,5.51,5.51,8.81,22.03,49.56,2.2,3.3,30.84,38.55,0.6,0.65,0.0,0.61,0.62,0.4,0.44,0.67,0.8,Mickael Lebout,61,73, Orthodox,155,28.21,1.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,1.0,30.0,65.33,39.33,75.33,0.0,0.33,19.0,52.0,5.0,6.0,6.0,7.33,26.0,59.67,0.0,0.0,4.0,5.67,0.46,0.52,0.0,0.37,0.82,0.83,0.44,0.0,0.71,Lightweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,0,3.0,3.0
2137,win,Aisling Daly,Ericka Almeida,66,68,,115,26.65,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.0,8.67,24.67,21.33,38.67,0.0,1.33,7.33,23.33,0.67,0.67,0.67,0.67,8.0,23.33,0.67,0.67,0.0,0.67,0.35,0.55,0.0,0.31,1.0,1.0,0.34,1.0,0.0,Aisling Daly,62,64,,115,27.85,1.0,1.0,0.0,-1.0,19.88,0.0,1.01,2.52,0.0,21.63,45.77,51.31,80.48,1.51,3.52,14.08,35.71,6.04,7.55,1.51,2.52,7.04,27.16,7.04,9.05,7.55,9.56,0.47,0.64,0.43,0.39,0.6,0.8,0.26,0.78,0.79,Women's Strawweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,1,2.0,3.0
2138,win,Krzysztof Jotko,Scott Askham,75,75, Southpaw,185,27.45,1.0,1.0,0.0,1.0,17.87,1.68,0.0,0.0,0.0,29.66,37.49,54.84,62.67,0.0,1.12,12.87,18.47,7.83,9.51,8.95,9.51,12.87,17.35,15.11,18.47,1.68,1.68,0.79,0.88,0.0,0.7,0.94,0.82,0.74,0.82,1.0,Krzysztof Jotko,73,77, Southpaw,185,26.2,1.0,2.0,0.0,1.0,39.980000000000004,0.0,0.0,1.0,0.5,26.51,42.27,69.78,89.04,0.5,2.0,12.01,27.01,10.01,10.76,4.5,4.5,9.5,23.01,16.01,18.01,1.0,1.25,0.63,0.78,0.25,0.44,1.0,0.93,0.41,0.89,0.8,Middleweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,1,3.0,4.0
2139,win,Tom Breese,Tom Breese,75,73, Southpaw,185,24.09,0.0,1.0,0.0,1.0,4.97,2.01,0.0,2.01,0.0,52.31,84.51,52.31,84.51,0.0,4.02,22.13,46.28,22.13,30.18,8.05,8.05,16.1,32.19,22.13,30.18,14.08,22.13,0.62,0.62,0.0,0.48,1.0,0.73,0.5,0.73,0.64,Cathal Pendred,73,75, Orthodox,170,28.16,1.0,4.0,0.0,-1.0,68.55,0.0,0.29,1.17,0.0,25.82,55.87,35.01,66.08,1.75,7.29,7.73,33.26,5.25,8.02,12.84,14.59,20.13,48.43,5.54,7.0,0.15,0.44,0.46,0.53,0.24,0.23,0.88,0.65,0.42,0.79,0.33,Welterweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,0,2.0,6.0
2140,win,Darren Elkins,Rob Whiteford,69,69, Southpaw,145,32.56,1.0,2.0,0.0,2.0,25.35,0.39,0.0,1.97,0.39,24.06,45.36,39.05,62.72,1.97,7.1,15.38,33.53,6.31,9.07,2.37,2.76,17.75,35.5,3.16,5.13,3.16,4.73,0.53,0.62,0.28,0.46,0.86,0.7,0.5,0.62,0.67,Darren Elkins,61,71, Orthodox,145,31.46,4.0,8.0,0.0,-1.0,125.63999999999999,0.08,1.19,1.91,0.0,28.18,90.5,65.98,134.11,1.19,4.93,21.17,78.48,5.81,10.82,1.19,1.19,15.68,69.8,5.17,9.15,7.32,11.54,0.31,0.49,0.24,0.27,1.0,0.54,0.22,0.57,0.63,Featherweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,1,4.0,13.0
2141,win,Garreth McLellan,Bubba Bush,72,73, Orthodox,185,30.27,0.0,0.0,1.0,-1.0,1.02,0.0,0.0,0.0,0.0,19.61,39.22,19.61,39.22,0.0,0.0,9.8,19.61,0.0,9.8,9.8,9.8,19.61,39.22,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,Garreth McLellan,73,72, Southpaw,185,33.17,1.0,0.0,0.0,-1.0,15.0,0.0,1.33,0.0,0.0,8.67,14.0,34.0,39.33,0.0,2.67,1.33,6.67,2.0,2.0,5.33,5.33,1.33,6.67,7.33,7.33,0.0,0.0,0.62,0.86,0.0,0.2,1.0,1.0,0.2,1.0,0.0,Middleweight,0.0,"Dublin, Leinster, Ireland",8456.0,3,1,2.0,2.0
2142,win,Daniel Cormier,Alexander Gustafsson,77,79, Orthodox,205,28.73,3.0,8.0,0.0,-1.0,92.07,0.65,0.54,1.41,0.0,40.62,108.83,55.18,125.23,1.3,3.26,28.67,89.71,6.3,11.51,5.65,7.6,30.74,93.52,3.48,6.08,6.41,9.23,0.37,0.44,0.4,0.32,0.74,0.55,0.33,0.57,0.69,Daniel Cormier,61,72, Orthodox,235,36.56,1.0,5.0,0.0,1.0,82.85000000000001,0.12,0.6,1.81,0.0,34.04,68.44,58.42,95.47,1.21,3.02,22.69,53.59,7.97,10.14,3.38,4.71,14.12,40.31,10.98,15.81,8.93,12.31,0.5,0.61,0.4,0.42,0.72,0.79,0.35,0.69,0.73,Light Heavyweight,1.0,"Houston, Texas, USA",14622.0,5,1,12.0,7.0
2143,win,Ryan Bader,Ryan Bader,74,74, Orthodox,205,32.35,4.0,12.0,0.0,4.0,167.29000000000002,0.36,0.3,2.03,0.0,25.46,62.71,48.96,88.65,2.39,5.44,17.45,52.18,3.35,4.78,4.66,5.74,12.37,43.58,3.35,5.2,9.74,13.93,0.41,0.55,0.44,0.33,0.81,0.7,0.28,0.64,0.7,Rashad Evans,72,75, Orthodox,205,36.05,3.0,14.0,1.0,2.0,240.92000000000002,0.17,0.0,1.49,0.04,21.21,54.83,33.04,68.2,2.08,4.52,16.94,48.65,2.74,4.23,1.54,1.95,11.25,38.1,4.19,7.14,5.77,9.59,0.39,0.48,0.46,0.35,0.79,0.65,0.3,0.59,0.6,Light Heavyweight,0.0,"Houston, Texas, USA",14622.0,3,0,17.0,19.0
2144,win,Ruslan Magomedov,Ruslan Magomedov,75,78, Orthodox,242,28.87,0.0,2.0,0.0,2.0,30.0,0.33,0.0,0.0,0.0,36.67,87.33,38.67,89.33,0.33,0.33,22.0,69.33,8.33,10.33,6.33,7.67,32.0,82.0,4.33,5.0,0.33,0.33,0.42,0.43,1.0,0.32,0.83,0.81,0.39,0.87,1.0,Shawn Jordan,72,75, Southpaw,260,30.97,3.0,6.0,0.0,3.0,60.989999999999995,0.49,0.0,2.3,0.0,35.25,68.21,55.58,92.15,1.31,2.79,29.84,61.32,3.28,4.59,2.13,2.3,17.71,42.63,6.07,10.49,11.48,15.08,0.52,0.6,0.47,0.49,0.93,0.71,0.42,0.58,0.76,Heavyweight,0.0,"Houston, Texas, USA",14622.0,3,0,3.0,10.0
2145,win,Joseph Benavidez,Ali Bagautinov,64,65, Orthodox,125,30.33,1.0,3.0,0.0,-1.0,68.47,0.29,0.29,0.73,0.0,24.24,63.09,35.2,75.8,1.75,4.82,14.9,50.39,7.74,9.64,1.61,3.07,11.68,43.52,7.01,10.95,5.55,8.62,0.38,0.46,0.36,0.3,0.52,0.8,0.27,0.64,0.64,Joseph Benavidez,64,65, Southpaw,125,31.19,2.0,9.0,0.0,3.0,124.39,0.32,0.32,2.01,0.08,38.59,105.23,48.24,116.17,1.13,3.78,20.74,75.89,9.33,15.92,8.52,13.43,29.83,91.81,5.39,7.96,3.38,5.47,0.37,0.42,0.3,0.27,0.63,0.59,0.32,0.68,0.62,Flyweight,0.0,"Houston, Texas, USA",14622.0,3,1,5.0,12.0
2146,win,Julianna Pena,Julianna Pena,66,69,,135,26.14,0.0,2.0,0.0,2.0,8.96,0.0,0.0,7.81,0.0,78.12,166.29,146.21,261.16,3.35,3.35,71.43,155.13,1.12,4.46,5.58,6.7,0.0,11.16,6.7,11.16,71.43,143.97,0.47,0.56,1.0,0.46,0.83,0.25,0.0,0.6,0.5,Jessica Eye,66,66, Orthodox,125,29.21,2.0,1.0,1.0,-1.0,51.5,0.0,0.0,0.0,0.0,48.16,125.83,63.5,141.55,0.0,0.0,33.2,106.8,4.66,6.6,10.29,12.43,39.42,111.26,8.74,14.56,0.0,0.0,0.38,0.45,0.0,0.31,0.83,0.71,0.35,0.6,0.0,Women's Bantamweight,0.0,"Houston, Texas, USA",14622.0,3,0,3.0,5.0
