,index,Winner,R_fighter,B_fighter,WEIGHT_CLASS,METHOD,DETAIL,title_bout,date,location,attendance,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url,label,match_time,DOB,Height,Reach,Stance,Weight,DOB.1,Height.1,Reach.1,Stance.1,Weight.1
2827,2827,win,Nick Hein,Drew Dober,Lightweight,U-DEC,,0.0,31-05-2014,"Berlin, Germany",8000.0,Nick Hein,0,0.47,0.33,0,2,0,50,105,87,148,2,6,42,96,6,7,2,2,49,103,1,2,0,0,Drew Dober,0,0.38,0.0,0,1,0,49,127,97,178,0,4,31,100,9,15,9,12,37,115,7,7,5,5,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/042fee3d05e105fa,0,15.0,24-04-1984,66,66, Southpaw,155,19-10-1988,68,70, Southpaw,155
2828,2828,win,Magnus Cedenblad,Krzysztof Jotko,Middleweight,SUB,Guillotine Choke,0.0,31-05-2014,"Berlin, Germany",8000.0,Magnus Cedenblad,0,0.54,0.6,1,4,1,17,31,58,83,3,5,6,17,8,11,3,3,8,20,7,8,2,3,Krzysztof Jotko,0,0.6,0.0,0,3,1,15,25,63,77,0,2,10,20,3,3,2,2,10,20,5,5,0,0,2,00:04:59,3 Rnd (5-5-5),Wolf Menninger,http://ufcstats.com/fight-details/5b6405eeb6757637,0,9.98,10-04-1982,77,79, Orthodox,185,19-08-1989,73,77, Southpaw,185
2829,2829,win,Iuri Alcantara,Vaughan Lee,Bantamweight,KO/TKO,Punch,0.0,31-05-2014,"Berlin, Germany",8000.0,Vaughan Lee,0,1.0,0.0,0,0,0,4,4,4,4,0,0,3,3,1,1,0,0,4,4,0,0,0,0,Iuri Alcantara,1,0.5,0.0,0,0,0,5,10,5,10,0,0,4,8,1,1,0,1,2,6,0,0,3,4,1,00:00:25,3 Rnd (5-5-5),Grant Waterman,http://ufcstats.com/fight-details/2133f8798f089140,1,0.42,15-10-1982,66,66, Orthodox,125,04-08-1980,69,71, Southpaw,135
2830,2830,win,Peter Sobotta,Pawel Pawlak,Welterweight,U-DEC,,0.0,31-05-2014,"Berlin, Germany",8000.0,Peter Sobotta,0,0.46,0.6,0,5,0,47,101,121,180,3,5,18,69,15,18,14,14,38,92,1,1,8,8,Pawel Pawlak,0,0.25,0.0,0,0,0,21,84,65,128,0,0,11,69,2,5,8,10,21,84,0,0,0,0,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/e886e22d31bc96c1,0,15.0,11-01-1987,72,75, Southpaw,170,08-02-1989,72,73, Orthodox,170
2831,2831,win,Maximo Blanco,Andy Ogle,Featherweight,U-DEC,,0.0,31-05-2014,"Berlin, Germany",8000.0,Andy Ogle,0,0.37,0.2,0,2,0,44,116,78,150,1,5,23,85,15,24,6,7,40,112,1,1,3,3,Maximo Blanco,1,0.51,0.5,0,1,2,60,117,117,184,1,2,47,102,7,9,6,6,54,111,5,5,1,1,3,00:05:00,3 Rnd (5-5-5),Wolf Menninger,http://ufcstats.com/fight-details/47bdfab3cdcdddfd,1,15.0,16-02-1989,68,69, Orthodox,145,16-10-1983,68,71, Orthodox,145
2832,2832,win,Ruslan Magomedov,Viktor Pesta,Heavyweight,U-DEC,,0.0,31-05-2014,"Berlin, Germany",8000.0,Viktor Pesta,0,0.3,0.11,0,1,0,26,84,46,120,1,9,20,77,6,7,0,0,14,65,7,11,5,8,Ruslan Magomedov,0,0.4,0.0,0,0,0,47,117,51,121,0,0,36,103,5,6,6,8,45,114,1,2,1,1,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/2baa02e0df86b566,1,15.0,15-07-1990,75,77, Orthodox,240,26-11-1986,75,78, Orthodox,242
2833,2833,win,TJ Dillashaw,Renan Barao,Bantamweight,KO/TKO,Punches,1.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Renan Barao,0,0.23,0.0,0,0,0,64,273,68,277,0,0,42,226,13,34,9,13,61,270,3,3,0,0,TJ Dillashaw,2,0.45,0.0,2,2,0,140,309,169,344,0,3,99,260,17,21,24,28,120,277,1,2,19,30,5,00:02:26,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/edcb573f1462846e,1,22.43,31-01-1987,66,70, Orthodox,145,07-02-1986,66,67, Orthodox,125
2834,2834,win,Daniel Cormier,Dan Henderson,Light Heavyweight,SUB,Rear Naked Choke,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Daniel Cormier,0,0.62,1.0,2,11,0,50,80,131,173,3,3,35,64,15,16,0,0,4,17,0,0,46,63,Dan Henderson,0,0.33,0.0,0,0,0,6,18,12,25,0,1,1,13,3,3,2,2,3,13,2,3,1,2,3,00:03:53,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/2f6b63e8ec62e3ca,0,13.88,20-03-1979,61,72, Orthodox,235,24-08-1970,61,74, Orthodox,185
2835,2835,win,Robbie Lawler,Jake Ellenberger,Welterweight,KO/TKO,Knee,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Robbie Lawler,1,0.43,0.0,0,0,1,68,155,72,159,0,1,57,141,11,14,0,0,47,122,9,14,12,19,Jake Ellenberger,0,0.32,0.66,0,0,0,29,89,30,90,2,3,22,81,5,6,2,2,19,77,8,9,2,3,3,00:03:06,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c3e3d5ef06a45616,0,13.1,20-03-1982,61,74, Southpaw,170,28-03-1985,69,71, Orthodox,170
2836,2836,win,Takeya Mizugaki,Francisco Rivera,Bantamweight,U-DEC,,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Takeya Mizugaki,1,0.25,0.0,0,3,0,35,135,67,179,0,3,33,132,1,1,1,2,18,101,0,2,17,32,Francisco Rivera,0,0.39,0.75,1,0,0,41,104,61,124,3,4,31,93,6,7,4,4,34,95,5,6,2,3,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/f9a59f7c67fbce01,0,15.0,16-12-1983,67,68, Orthodox,135,08-10-1981,68,68, Orthodox,135
2837,2837,win,James Krause,Jamie Varner,Lightweight,KO/TKO,,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Jamie Varner,0,0.23,1.0,0,1,0,7,30,9,33,1,1,6,25,1,5,0,0,3,19,2,7,2,4,James Krause,0,0.43,0.0,0,1,1,22,51,32,66,0,0,12,36,5,6,5,9,18,40,1,5,3,6,1,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/164eb9071caf3fe8,1,5.0,12-10-1984,68,72, Orthodox,155,04-06-1986,74,73, Orthodox,170
2838,2838,win,Michael Chiesa,Francisco Trinaldo,Lightweight,U-DEC,,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Michael Chiesa,0,0.27,0.28,0,3,0,19,70,121,208,2,7,14,63,4,6,1,1,10,48,1,1,8,21,Francisco Trinaldo,0,0.38,0.0,1,0,0,13,34,23,44,0,0,7,27,4,5,2,2,11,32,2,2,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/1789d630e31e9c77,0,15.0,07-12-1987,73,75, Southpaw,170,24-08-1978,69,70, Southpaw,155
2839,2839,win,Tony Ferguson,Katsunori Kikuno,Lightweight,KO/TKO,Punch,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Tony Ferguson,1,0.56,0.5,1,1,0,38,67,40,69,1,2,35,63,1,2,2,2,37,66,1,1,0,0,Katsunori Kikuno,0,0.5,0.0,0,0,1,22,44,23,46,0,0,17,37,4,5,1,2,22,44,0,0,0,0,1,00:04:06,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/002c1562708ac307,0,4.1,12-02-1984,61,76, Orthodox,155,31-10-1981,68,66, Orthodox,145
2840,2840,win,Chris Holdsworth,Chico Camus,Bantamweight,U-DEC,,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Chris Holdsworth,0,0.29,0.66,2,13,0,26,88,140,225,4,6,20,76,5,10,1,2,24,85,1,1,1,2,Chico Camus,0,0.42,0.0,0,0,0,25,59,33,67,0,0,21,51,1,4,3,4,25,58,0,0,0,1,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/ee0075e188e87e86,0,15.0,24-10-1987,61,71,,135,26-01-1985,66,66, Orthodox,125
2841,2841,win,Mitch Clarke,Al Iaquinta,Lightweight,SUB,D'Arce Choke,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Al Iaquinta,0,0.68,1.0,2,6,0,13,19,31,40,1,1,10,16,3,3,0,0,6,8,0,0,7,11,Mitch Clarke,0,0.38,0.0,1,0,0,8,21,20,34,0,0,3,12,2,5,3,4,8,20,0,0,0,1,2,00:00:57,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/4ead27d52c14697a,1,5.95,30-04-1987,61,70, Orthodox,155,24-11-1985,61,73, Orthodox,155
2842,2842,win,Vinc Pichel,Anthony Njokuani,Lightweight,U-DEC,,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Anthony Njokuani,0,0.31,0.0,0,0,0,24,77,30,84,0,0,16,63,8,13,0,1,20,71,3,5,1,1,Vinc Pichel,0,0.5,0.72,0,8,0,57,113,98,159,8,11,22,68,13,18,22,27,13,57,25,31,19,25,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/11d2b546c8533c0f,1,15.0,01-03-1980,73,75, Orthodox,155,23-11-1982,61,72, Orthodox,155
2843,2843,win,Sam Sicilia,Aaron Phillips,Featherweight,U-DEC,,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,Sam Sicilia,0,0.54,0.62,1,7,1,37,68,95,129,5,8,28,53,8,13,1,2,12,31,4,6,21,31,Aaron Phillips,0,0.45,0.0,1,1,1,18,40,109,137,0,0,5,23,12,14,1,3,9,26,3,6,6,8,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/8d98ccae1057815e,0,15.0,01-02-1986,68,67, Orthodox,145,05-08-1989,69,70, Southpaw,135
2844,2844,win,Jingliang Li,David Michaud,Welterweight,S-DEC,,0.0,24-05-2014,"Las Vegas, Nevada, USA",11036.0,David Michaud,0,0.33,0.37,2,2,0,41,121,69,152,3,8,29,100,8,13,4,8,28,100,7,12,6,9,Jingliang Li,0,0.39,0.33,0,3,0,61,156,84,180,2,6,46,133,3,5,12,18,38,116,7,13,16,27,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/b56fd6eb7d0b6083,1,15.0,10-11-1988,69,72, Orthodox,155,20-03-1988,72,71, Orthodox,170
2845,2845,win,Matt Brown,Erick Silva,Welterweight,KO/TKO,Punches,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Matt Brown,0,0.71,1.0,4,2,0,118,166,161,213,5,5,101,144,16,21,1,1,44,70,37,48,37,48,Erick Silva,1,0.46,0.0,1,1,0,25,54,39,71,0,3,17,40,6,12,2,2,13,41,3,4,9,9,3,00:02:11,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/f8cceeabeb2afd4d,0,12.18,10-01-1981,72,75, Orthodox,170,21-06-1984,72,74, Orthodox,170
2846,2846,win,Costas Philippou,Lorenz Larkin,Middleweight,KO/TKO,Punch,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Costas Philippou,1,0.34,0.0,0,0,0,15,44,31,63,0,0,9,30,2,7,4,7,11,39,3,4,1,1,Lorenz Larkin,0,0.53,0.0,0,0,0,16,30,19,34,0,0,8,21,2,3,6,6,11,23,5,7,0,0,1,00:03:47,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/2d14f73c374f2875,0,3.78,29-11-1979,61,73, Orthodox,185,03-09-1986,61,72, Orthodox,170
2847,2847,win,Daron Cruickshank,Erik Koch,Lightweight,KO/TKO,Kick,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Erik Koch,0,0.28,0.0,0,0,0,6,21,6,21,0,0,1,14,1,1,4,6,6,21,0,0,0,0,Daron Cruickshank,1,0.53,0.0,0,0,0,24,45,26,47,0,0,21,36,3,7,0,2,6,22,0,0,18,23,1,00:03:21,3 Rnd (5-5-5),Gary Copeland,http://ufcstats.com/fight-details/3ee1a3216cf66b95,1,3.35,04-10-1988,61,71, Southpaw,170,11-06-1985,68,72, Switch,155
2848,2848,win,Neil Magny,Tim Means,Welterweight,U-DEC,,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Neil Magny,0,0.37,0.44,0,4,0,29,77,52,105,4,9,14,52,11,18,4,7,21,64,7,11,1,2,Tim Means,0,0.45,0.75,1,0,0,30,66,53,89,3,4,18,46,5,13,7,7,15,46,8,10,7,10,3,00:05:00,3 Rnd (5-5-5),Jerry Krysz,http://ufcstats.com/fight-details/107079f548338ac3,0,15.0,03-08-1987,75,80, Orthodox,170,20-02-1984,74,75, Orthodox,170
2849,2849,win,Soa Palelei,Ruan Potts,Heavyweight,KO/TKO,Punch,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Soa Palelei,0,0.71,1.0,0,3,0,5,7,19,21,1,1,5,7,0,0,0,0,0,1,0,0,5,6,Ruan Potts,0,0.0,0.0,2,0,1,0,3,5,8,0,0,0,1,0,0,0,2,0,3,0,0,0,0,1,00:02:20,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/4ceadad9c2dd0a87,0,2.33,12-07-1977,76,81, Orthodox,265,23-02-1978,74,75, Orthodox,247
2850,2850,win,Chris Cariaso,Louis Smolka,Flyweight,S-DEC,,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Chris Cariaso,0,0.51,1.0,4,1,0,64,124,86,149,2,2,23,68,22,36,19,20,40,86,23,34,1,4,Louis Smolka,0,0.43,0.1,0,1,1,42,97,79,135,1,10,20,70,13,17,9,10,18,60,18,28,6,9,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/7d947be4c15ebe36,0,15.0,27-05-1981,63,63, Southpaw,125,16-07-1991,69,68, Orthodox,135
2851,2851,win,Ed Herman,Rafael Natal,Middleweight,U-DEC,,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Ed Herman,0,0.58,0.25,0,0,0,51,87,78,117,1,4,22,54,9,9,20,24,24,51,21,29,6,7,Rafael Natal,0,0.47,0.16,0,0,0,35,73,71,114,1,6,15,41,8,17,12,15,19,46,8,11,8,16,3,00:05:00,3 Rnd (5-5-5),Jerry Krysz,http://ufcstats.com/fight-details/289004336bd71d34,0,15.0,02-10-1980,73,77, Orthodox,205,25-12-1982,72,76, Orthodox,185
2852,2852,win,Kyoji Horiguchi,Darrell Montague,Flyweight,U-DEC,,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Kyoji Horiguchi,1,0.44,1.0,0,0,0,65,147,82,169,2,2,51,122,12,22,2,3,38,105,3,4,24,38,Darrell Montague,0,0.24,0.5,2,0,0,26,105,35,114,1,2,16,80,5,18,5,7,25,101,1,3,0,1,3,00:05:00,3 Rnd (5-5-5),Gary Copeland,http://ufcstats.com/fight-details/8ea70cfd5d3aa5ee,0,15.0,12-10-1990,65,66, Orthodox,125,03-11-1987,66,67, Southpaw,125
2853,2853,win,Zak Cummings,Yan Cabral,Welterweight,U-DEC,,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Yan Cabral,0,0.6,0.11,2,4,1,23,38,44,59,1,9,21,36,0,0,2,2,8,23,0,0,15,15,Zak Cummings,0,0.33,1.0,1,3,1,28,83,50,108,3,3,17,69,5,7,6,7,12,53,3,5,13,25,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/9a8fedc4fa968bbd,1,15.0,13-05-1983,61,73, Orthodox,155,02-08-1984,72,75, Southpaw,185
2854,2854,win,Johnny Eduardo,Eddie Wineland,Bantamweight,KO/TKO,Punch,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Eddie Wineland,0,0.1,0.0,0,0,0,6,56,6,56,0,0,3,53,1,1,2,2,6,56,0,0,0,0,Johnny Eduardo,1,0.55,0.0,0,0,0,11,20,11,20,0,3,3,11,1,1,7,8,10,19,1,1,0,0,1,00:04:37,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/23e96ddeb14b5936,1,4.62,26-06-1984,67,69, Orthodox,135,03-08-1978,67,71, Orthodox,135
2855,2855,win,Nik Lentz,Manvel Gamburyan,Featherweight,U-DEC,,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Manvel Gamburyan,0,0.53,0.5,1,0,1,28,52,60,86,1,2,20,41,5,8,3,3,10,28,18,22,0,2,Nik Lentz,0,0.52,0.25,0,1,0,52,99,90,141,4,16,23,65,19,23,10,11,20,55,25,34,7,10,3,00:05:00,3 Rnd (5-5-5),Jerry Krysz,http://ufcstats.com/fight-details/687b9b2c11667531,1,15.0,08-05-1981,65,67, Orthodox,135,13-08-1984,68,68, Orthodox,155
2856,2856,win,Justin Salas,Ben Wall,Lightweight,KO/TKO,Punch,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Justin Salas,1,0.76,0.0,0,0,0,20,26,22,28,0,6,10,16,6,6,4,4,7,12,7,8,6,6,Ben Wall,0,0.28,0.0,0,0,0,4,14,5,15,0,0,2,11,2,3,0,0,1,11,3,3,0,0,1,00:02:41,3 Rnd (5-5-5),Gary Copeland,http://ufcstats.com/fight-details/2b6c2cdccb2cc659,0,2.68,13-03-1982,68,70, Southpaw,155,25-03-1989,61,73, Orthodox,155
2857,2857,win,Albert Tumenov,Anthony Lapsley,Welterweight,KO/TKO,Punch,0.0,10-05-2014,"Cincinnati, Ohio, USA",6143.0,Anthony Lapsley,0,0.2,0.0,0,0,0,2,10,2,10,0,5,1,7,1,3,0,0,2,10,0,0,0,0,Albert Tumenov,2,0.28,0.0,0,0,0,6,21,6,21,0,0,6,21,0,0,0,0,5,18,1,3,0,0,1,00:03:56,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/d6e4d0d62a96a948,1,3.93,13-02-1980,69,71, Southpaw,170,26-12-1991,61,73, Orthodox,170
2858,2858,win,Jon Jones,Glover Teixeira,Light Heavyweight,U-DEC,,1.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Jon Jones,0,0.58,0.5,2,0,0,138,236,158,256,3,6,88,179,25,28,25,29,99,182,37,49,2,5,Glover Teixeira,0,0.27,0.0,0,0,0,53,192,65,204,0,5,34,154,19,38,0,0,30,135,23,57,0,0,5,00:05:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e332aec001b34f50,0,25.0,19-07-1987,76,84, Orthodox,205,28-10-1979,74,76, Orthodox,205
2859,2859,win,Anthony Johnson,Phil Davis,Light Heavyweight,U-DEC,,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Phil Davis,0,0.16,0.0,0,0,0,21,127,27,133,0,8,9,95,6,24,6,8,16,121,3,4,2,2,Anthony Johnson,0,0.34,0.0,0,0,0,45,132,47,134,0,1,31,113,6,11,8,8,39,121,3,6,3,5,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/9a1d57966d8a17a4,1,15.0,25-09-1984,74,79, Orthodox,205,06-03-1984,74,78, Orthodox,205
2860,2860,win,Luke Rockhold,Tim Boetsch,Middleweight,SUB,Kimura,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Luke Rockhold,0,1.0,0.0,2,0,0,4,4,9,9,0,0,0,0,4,4,0,0,1,1,0,0,3,3,Tim Boetsch,0,0.5,0.0,0,0,0,1,2,1,2,0,1,0,0,0,1,1,1,1,2,0,0,0,0,1,00:02:08,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9b10db4499b211b7,0,2.13,17-10-1984,75,77, Southpaw,205,28-01-1981,72,74, Orthodox,185
2861,2861,win,Jim Miller,Yancy Medeiros,Lightweight,SUB,Guillotine Choke,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Jim Miller,0,0.26,0.0,1,0,0,5,19,6,20,0,1,2,14,1,2,2,3,4,17,1,2,0,0,Yancy Medeiros,0,0.33,0.0,0,0,0,9,27,9,27,0,0,7,19,2,7,0,1,8,26,1,1,0,0,1,00:03:18,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/484cf23d5110ca04,0,3.3,30-08-1983,68,71, Southpaw,155,07-09-1987,61,75, Orthodox,155
2862,2862,win,Max Holloway,Andre Fili,Featherweight,SUB,Guillotine Choke,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Max Holloway,0,0.31,0.0,2,0,0,47,149,57,161,0,0,31,122,15,24,1,3,30,121,17,28,0,0,Andre Fili,0,0.31,0.25,0,0,0,44,139,46,141,3,12,18,99,9,21,17,19,40,129,4,10,0,0,3,00:03:39,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/5b0cc074c657ebd4,0,13.65,04-12-1991,61,69, Orthodox,145,25-06-1990,61,74, Orthodox,145
2863,2863,win,Joseph Benavidez,Tim Elliott,Flyweight,SUB,Guillotine Choke,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Joseph Benavidez,0,0.39,0.0,1,3,1,9,23,14,28,0,0,4,16,4,6,1,1,9,22,0,1,0,0,Tim Elliott,0,0.76,1.0,0,0,0,16,21,27,35,3,3,10,15,3,3,3,3,13,17,3,4,0,0,1,00:04:08,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/553a788a44b8e794,0,4.13,31-07-1984,64,65, Southpaw,125,24-12-1986,67,66, Southpaw,135
2864,2864,win,Takanori Gomi,Isaac Vallie-Flagg,Lightweight,U-DEC,,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Takanori Gomi,0,0.54,0.0,0,2,1,130,240,153,263,0,0,88,185,34,45,8,10,119,229,11,11,0,0,Isaac Vallie-Flagg,0,0.49,0.5,0,0,0,107,217,211,322,1,2,61,161,31,39,15,17,96,204,8,10,3,3,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/23861a2085ea34a3,0,15.0,22-09-1978,67,70, Southpaw,155,08-04-1978,68,68, Orthodox,155
2865,2865,win,Bethe Correia,Jessamyn Duke,Women's Bantamweight,U-DEC,,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Jessamyn Duke,0,0.41,0.16,0,0,0,54,130,70,148,1,6,36,108,16,20,2,2,43,116,11,14,0,0,Bethe Correia,0,0.48,0.0,0,1,2,91,186,118,216,0,0,50,128,14,25,27,33,88,182,3,4,0,0,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/c3455ba522bb37eb,1,15.0,24-06-1986,61,73,,135,22-06-1983,65,64, Orthodox,135
2866,2866,win,Danny Castillo,Charlie Brenneman,Lightweight,KO/TKO,Punch,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Danny Castillo,1,0.76,0.0,0,1,1,16,21,20,25,0,3,3,6,3,4,10,11,8,13,8,8,0,0,Charlie Brenneman,0,0.61,0.5,0,2,0,13,21,35,44,2,4,3,11,8,8,2,2,5,12,1,2,7,7,2,00:00:21,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/e4fcad8261083dbf,0,5.35,25-08-1979,69,71, Orthodox,155,09-02-1981,61,72, Orthodox,155
2867,2867,win,Chris Beal,Patrick Williams,Bantamweight,KO/TKO,Flying Knee,0.0,26-04-2014,"Baltimore, Maryland, USA",13485.0,Chris Beal,1,0.38,0.0,0,0,0,19,49,19,50,0,0,16,45,2,3,1,1,8,30,11,19,0,0,Patrick Williams,0,0.4,0.66,0,1,0,14,35,15,37,2,3,6,20,2,6,6,9,11,28,3,6,0,1,2,00:01:51,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/82f00e723ed5f6ea,0,6.85,06-08-1985,67,69, Orthodox,125,07-09-1981,68,73, Orthodox,135
2868,2868,win,Fabricio Werdum,Travis Browne,Heavyweight,U-DEC,,0.0,19-04-2014,"Orlando, Florida, USA",17000.0,Fabricio Werdum,0,0.61,0.33,0,3,0,121,196,171,251,2,6,82,154,21,24,18,18,113,186,6,8,2,2,Travis Browne,0,0.38,0.0,0,0,0,60,156,77,173,0,1,36,124,17,22,7,10,48,143,3,4,9,9,5,00:05:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/a9660625bab5d4a3,0,25.0,30-07-1977,76,77, Orthodox,231,17-07-1982,78,79, Orthodox,255
2869,2869,win,Miesha Tate,Liz Carmouche,Women's Bantamweight,U-DEC,,0.0,19-04-2014,"Orlando, Florida, USA",17000.0,Miesha Tate,0,0.47,0.14,2,3,0,27,57,82,124,1,7,20,41,2,9,5,7,9,36,3,6,15,15,Liz Carmouche,0,0.52,0.71,0,1,0,18,34,75,95,5,7,4,16,3,5,11,13,7,23,7,7,4,4,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e446c5e4a8b8d189,0,15.0,18-08-1986,66,65, Orthodox,135,19-02-1984,66,66, Orthodox,125
2870,2870,win,Donald Cerrone,Edson Barboza,Lightweight,SUB,Rear Naked Choke,0.0,19-04-2014,"Orlando, Florida, USA",17000.0,Donald Cerrone,1,0.55,0.0,2,1,0,11,20,11,20,0,1,6,15,2,2,3,3,11,20,0,0,0,0,Edson Barboza,0,0.51,0.0,0,0,0,28,54,28,54,0,0,17,38,7,9,4,7,28,54,0,0,0,0,1,00:03:15,3 Rnd (5-5-5),Jorge Alonso,http://ufcstats.com/fight-details/4e3ccffe18641d9c,0,3.25,29-03-1983,73,73, Orthodox,155,21-01-1986,61,75, Orthodox,155
2871,2871,win,Yoel Romero,Brad Tavares,Middleweight,U-DEC,,0.0,19-04-2014,"Orlando, Florida, USA",17000.0,Brad Tavares,0,0.3,0.0,0,0,0,21,70,35,87,0,3,9,52,3,8,9,10,16,63,5,7,0,0,Yoel Romero,0,0.64,0.58,0,4,0,31,48,63,81,7,12,14,27,6,7,11,14,20,34,10,13,1,1,3,00:05:00,3 Rnd (5-5-5),Jorge Ortiz,http://ufcstats.com/fight-details/f5445d367e7dbb2b,1,15.0,21-12-1987,73,74, Orthodox,185,30-04-1977,72,73, Southpaw,185
